137,00:51:49.000 08/08/2019,2065:348727.000,-2453675.513,-4767132.927,3443201.668
138,00:51:49.500 08/08/2019,2065:348727.500,-2453678.442,-4767132.858,3443199.875
139,00:51:50.000 08/08/2019,2065:348728.000,-2453680.897,-4767133.095,3443197.811
140,00:51:50.500 08/08/2019,2065:348728.500,-2453682.780,-4767133.857,3443195.614
141,00:51:51.000 08/08/2019,2065:348729.000,-2453683.974,-4767135.019,3443193.356
142,00:51:51.500 08/08/2019,2065:348729.500,-2453684.461,-4767136.510,3443191.144
143,00:51:52.000 08/08/2019,2065:348730.000,-2453684.271,-4767138.321,3443189.157
144,00:51:52.500 08/08/2019,2065:348730.500,-2453683.429,-4767140.230,3443187.496
145,00:51:53.000 08/08/2019,2065:348731.000,-2453682.307,-4767142.174,3443186.169
146,00:51:53.500 08/08/2019,2065:348731.500,-2453681.203,-4767143.947,3443184.880
147,00:51:54.000 08/08/2019,2065:348732.000,-2453680.356,-4767145.505,3443183.522
148,00:51:54.500 08/08/2019,2065:348732.500,-2453679.823,-4767146.923,3443182.133
149,00:51:55.000 08/08/2019,2065:348733.000,-2453679.484,-4767148.242,3443180.743
150,00:51:55.500 08/08/2019,2065:348733.500,-2453679.201,-4767149.498,3443179.401
151,00:51:56.000 08/08/2019,2065:348734.000,-2453678.836,-4767150.766,3443178.283
152,00:51:56.500 08/08/2019,2065:348734.500,-2453678.221,-4767151.956,3443177.266
153,00:51:57.000 08/08/2019,2065:348735.000,-2453677.412,-4767153.110,3443176.436
154,00:51:57.500 08/08/2019,2065:348735.500,-2453676.492,-4767154.220,3443175.745
155,00:51:58.000 08/08/2019,2065:348736.000,-2453675.518,-4767155.361,3443175.233
156,00:51:58.500 08/08/2019,2065:348736.500,-2453674.479,-4767156.375,3443174.759
157,00:51:59.000 08/08/2019,2065:348737.000,-2453673.472,-4767157.315,3443174.363
158,00:51:59.500 08/08/2019,2065:348737.500,-2453672.608,-4767158.091,3443174.092
159,00:52:00.000 08/08/2019,2065:348738.000,-2453672.007,-4767158.558,3443173.874
160,00:52:00.500 08/08/2019,2065:348738.500,-2453671.544,-4767158.920,3443173.704
161,00:52:01.000 08/08/2019,2065:348739.000,-2453671.171,-4767159.320,3443173.603
162,00:52:01.500 08/08/2019,2065:348739.500,-2453670.783,-4767159.621,3443173.463
163,00:52:02.000 08/08/2019,2065:348740.000,-2453670.382,-4767160.035,3443173.362
164,00:52:02.500 08/08/2019,2065:348740.500,-2453669.854,-4767160.442,3443173.176
165,00:52:03.000 08/08/2019,2065:348741.000,-2453669.296,-4767160.993,3443172.997
166,00:52:03.500 08/08/2019,2065:348741.500,-2453668.718,-4767161.437,3443172.795
167,00:52:04.000 08/08/2019,2065:348742.000,-2453668.278,-4767161.776,3443172.640
168,00:52:04.500 08/08/2019,2065:348742.500,-2453667.988,-4767162.099,3443172.586
169,00:52:05.000 08/08/2019,2065:348743.000,-2453667.776,-4767162.265,3443172.508
170,00:52:05.500 08/08/2019,2065:348743.500,-2453667.674,-4767162.340,3443172.477
171,00:52:06.000 08/08/2019,2065:348744.000,-2453667.674,-4767162.340,3443172.477
172,00:52:06.500 08/08/2019,2065:348744.500,-2453667.631,-4767162.257,3443172.438
173,00:52:07.000 08/08/2019,2065:348745.000,-2453667.645,-4767162.249,3443172.438
174,00:52:07.500 08/08/2019,2065:348745.500,-2453667.659,-4767162.242,3443172.438
175,00:52:08.000 08/08/2019,2065:348746.000,-2453667.659,-4767162.242,3443172.438
176,00:52:08.500 08/08/2019,2065:348746.500,-2453667.659,-4767162.242,3443172.438
177,00:52:09.000 08/08/2019,2065:348747.000,-2453667.620,-4767162.168,3443172.384
178,00:52:09.500 08/08/2019,2065:348747.500,-2453667.620,-4767162.168,3443172.384
179,00:52:10.000 08/08/2019,2065:348748.000,-2453667.606,-4767162.175,3443172.384
180,00:52:10.500 08/08/2019,2065:348748.500,-2453667.563,-4767162.091,3443172.345
181,00:52:11.000 08/08/2019,2065:348749.000,-2453667.549,-4767162.098,3443172.345
182,00:52:11.500 08/08/2019,2065:348749.500,-2453667.536,-4767162.105,3443172.345
183,00:52:12.000 08/08/2019,2065:348750.000,-2453667.517,-4767162.104,3443172.361
184,00:52:12.500 08/08/2019,2065:348750.500,-2453667.479,-4767162.029,3443172.307
185,00:52:13.000 08/08/2019,2065:348751.000,-2453667.479,-4767162.029,3443172.307
186,00:52:13.500 08/08/2019,2065:348751.500,-2453667.474,-4767162.020,3443172.322
187,00:52:14.000 08/08/2019,2065:348752.000,-2453667.436,-4767161.945,3443172.268
188,00:52:14.500 08/08/2019,2065:348752.500,-2453667.436,-4767161.945,3443172.268
189,00:52:15.000 08/08/2019,2065:348753.000,-2453667.422,-4767161.952,3443172.268
190,00:52:15.500 08/08/2019,2065:348753.500,-2453667.371,-4767161.990,3443172.252
191,00:52:16.000 08/08/2019,2065:348754.000,-2453667.278,-4767162.049,3443172.237
192,00:52:16.500 08/08/2019,2065:348754.500,-2453667.181,-4767162.133,3443172.190
193,00:52:17.000 08/08/2019,2065:348755.000,-2453667.056,-4767162.231,3443172.144
194,00:52:17.500 08/08/2019,2065:348755.500,-2453666.913,-4767162.327,3443172.113
195,00:52:18.000 08/08/2019,2065:348756.000,-2453666.742,-4767162.438,3443172.082
196,00:52:18.500 08/08/2019,2065:348756.500,-2453666.589,-4767162.550,3443172.035
197,00:52:19.000 08/08/2019,2065:348757.000,-2453666.358,-4767162.681,3443172.019
198,00:52:19.500 08/08/2019,2065:348757.500,-2453665.845,-4767162.979,3443171.973
199,00:52:20.000 08/08/2019,2065:348758.000,-2453665.047,-4767163.540,3443171.950
200,00:52:20.500 08/08/2019,2065:348758.500,-2453663.971,-4767164.279,3443171.880
201,00:52:21.000 08/08/2019,2065:348759.000,-2453662.593,-4767165.146,3443171.662
202,00:52:21.500 08/08/2019,2065:348759.500,-2453661.059,-4767166.290,3443171.360
203,00:52:22.000 08/08/2019,2065:348760.000,-2453659.322,-4767167.515,3443171.088
204,00:52:22.500 08/08/2019,2065:348760.500,-2453657.442,-4767168.668,3443171.018
205,00:52:23.000 08/08/2019,2065:348761.000,-2453655.408,-4767169.556,3443171.235
206,00:52:23.500 08/08/2019,2065:348761.500,-2453653.269,-4767170.206,3443171.856
207,00:52:24.000 08/08/2019,2065:348762.000,-2453651.080,-4767170.655,3443172.788
208,00:52:24.500 08/08/2019,2065:348762.500,-2453648.892,-4767170.867,3443174.045
209,00:52:25.000 08/08/2019,2065:348763.000,-2453646.805,-4767170.835,3443175.566
210,00:52:25.500 08/08/2019,2065:348763.500,-2453644.970,-4767170.610,3443177.359
211,00:52:26.000 08/08/2019,2065:348764.000,-2453643.402,-4767170.085,3443179.191
212,00:52:26.500 08/08/2019,2065:348764.500,-2453642.181,-4767169.348,3443181.069
213,00:52:27.000 08/08/2019,2065:348765.000,-2453641.391,-4767168.562,3443182.893
214,00:52:27.500 08/08/2019,2065:348765.500,-2453640.899,-4767167.709,3443184.414
215,00:52:28.000 08/08/2019,2065:348766.000,-2453640.665,-4767166.949,3443185.625
216,00:52:28.500 08/08/2019,2065:348766.500,-2453640.672,-4767166.280,3443186.540
217,00:52:29.000 08/08/2019,2065:348767.000,-2453640.853,-4767165.679,3443187.239
218,00:52:29.500 08/08/2019,2065:348767.500,-2453641.201,-4767165.093,3443187.798
219,00:52:30.000 08/08/2019,2065:348768.000,-2453641.854,-4767164.385,3443188.310
220,00:52:30.500 08/08/2019,2065:348768.500,-2453642.767,-4767163.806,3443188.644
221,00:52:31.000 08/08/2019,2065:348769.000,-2453643.790,-4767163.374,3443188.698
222,00:52:31.500 08/08/2019,2065:348769.500,-2453644.909,-4767163.028,3443188.566
223,00:52:32.000 08/08/2019,2065:348770.000,-2453646.200,-4767162.707,3443188.279
224,00:52:32.500 08/08/2019,2065:348770.500,-2453647.740,-4767162.324,3443187.898
225,00:52:33.000 08/08/2019,2065:348771.000,-2453649.446,-4767161.857,3443187.518
226,00:52:33.500 08/08/2019,2065:348771.500,-2453651.166,-4767161.212,3443187.371
227,00:52:34.000 08/08/2019,2065:348772.000,-2453652.703,-4767160.380,3443187.611
228,00:52:34.500 08/08/2019,2065:348772.500,-2453654.012,-4767159.278,3443188.201
229,00:52:35.000 08/08/2019,2065:348773.000,-2453655.019,-4767158.132,3443189.249
230,00:52:35.500 08/08/2019,2065:348773.500,-2453655.608,-4767156.892,3443190.537
231,00:52:36.000 08/08/2019,2065:348774.000,-2453655.768,-4767155.737,3443192.012
232,00:52:36.500 08/08/2019,2065:348774.500,-2453655.661,-4767154.746,3443193.634
233,00:52:37.000 08/08/2019,2065:348775.000,-2453655.286,-4767153.743,3443195.279
234,00:52:37.500 08/08/2019,2065:348775.500,-2453654.748,-4767152.801,3443196.955
235,00:52:38.000 08/08/2019,2065:348776.000,-2453654.118,-4767151.884,3443198.663
236,00:52:38.500 08/08/2019,2065:348776.500,-2453653.499,-4767151.123,3443200.332
237,00:52:39.000 08/08/2019,2065:348777.000,-2453652.914,-4767150.363,3443201.791
238,00:52:39.500 08/08/2019,2065:348777.500,-2453652.357,-4767149.690,3443203.110
239,00:52:40.000 08/08/2019,2065:348778.000,-2453651.899,-4767149.140,3443204.375
240,00:52:40.500 08/08/2019,2065:348778.500,-2453651.448,-4767148.571,3443205.477
241,00:52:41.000 08/08/2019,2065:348779.000,-2453651.020,-4767148.046,3443206.502
242,00:52:41.500 08/08/2019,2065:348779.500,-2453650.649,-4767147.632,3443207.518
243,00:52:42.000 08/08/2019,2065:348780.000,-2453650.216,-4767147.166,3443208.465
244,00:52:42.500 08/08/2019,2065:348780.500,-2453649.765,-4767146.732,3443209.381
245,00:52:43.000 08/08/2019,2065:348781.000,-2453649.323,-4767146.317,3443210.266
246,00:52:43.500 08/08/2019,2065:348781.500,-2453648.915,-4767146.000,3443211.174
247,00:52:44.000 08/08/2019,2065:348782.000,-2453648.482,-4767145.636,3443211.981
248,00:52:44.500 08/08/2019,2065:348782.500,-2453648.053,-4767145.281,3443212.773
249,00:52:45.000 08/08/2019,2065:348783.000,-2453647.708,-4767144.883,3443213.564
250,00:52:45.500 08/08/2019,2065:348783.500,-2453647.502,-4767144.448,3443214.309
251,00:52:46.000 08/08/2019,2065:348784.000,-2453647.364,-4767144.078,3443214.915
252,00:52:46.500 08/08/2019,2065:348784.500,-2453647.291,-4767143.800,3443215.349
253,00:52:47.000 08/08/2019,2065:348785.000,-2453647.259,-4767143.602,3443215.644
254,00:52:47.500 08/08/2019,2065:348785.500,-2453647.246,-4767143.439,3443215.877
255,00:52:48.000 08/08/2019,2065:348786.000,-2453647.219,-4767143.250,3443216.156
256,00:52:48.500 08/08/2019,2065:348786.500,-2453647.173,-4767142.890,3443216.684
257,00:52:49.000 08/08/2019,2065:348787.000,-2453647.061,-4767142.399,3443217.623
258,00:52:49.500 08/08/2019,2065:348787.500,-2453646.832,-4767141.647,3443218.818
259,00:52:50.000 08/08/2019,2065:348788.000,-2453646.493,-4767140.750,3443220.293
260,00:52:50.500 08/08/2019,2065:348788.500,-2453646.062,-4767139.775,3443221.938
261,00:52:51.000 08/08/2019,2065:348789.000,-2453645.632,-4767138.770,3443223.809
262,00:52:51.500 08/08/2019,2065:348789.500,-2453645.150,-4767137.630,3443225.718
263,00:52:52.000 08/08/2019,2065:348790.000,-2453644.610,-4767136.512,3443227.821
264,00:52:52.500 08/08/2019,2065:348790.500,-2453643.959,-4767135.384,3443230.018
265,00:52:53.000 08/08/2019,2065:348791.000,-2453643.036,-4767134.340,3443232.292
266,00:52:53.500 08/08/2019,2065:348791.500,-2453641.746,-4767133.367,3443234.542
